Year,ScopeID,Sector,SubSector1,SubSector2,Emissions_tonnes_CO2-e,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2019,1,Waste,Waste Water,Domestic/Commercial,95,Dungog,Upper Hunter,Regional,12700
2019,1,Waste,Waste Water,Domestic/Commercial,2692,Edward River,Riverina Murray,Regional,12730
2019,1,Waste,Waste Water,Domestic/Commercial,2091,Eurobodalla,South East and Tablelands,Regional,12750
2019,1,Waste,Waste Water,Domestic/Commercial,1924,Federation,Riverina Murray,Regional,12870
2019,1,Waste,Waste Water,Domestic/Commercial,1584,Forbes,Central West and Orana,Regional,12900
2019,1,Waste,Waste Water,Domestic/Commercial,1445,Gilgandra,Central West and Orana,Regional,12950
2019,1,Waste,Waste Water,Domestic/Commercial,1761,Glen Innes Severn,New England North West,Regional,13010
2019,1,Waste,Waste Water,Domestic/Commercial,1811,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2019,1,Waste,Waste Water,Domestic/Commercial,1888,Greater Hume Shire,Riverina Murray,Regional,13340
2019,1,Waste,Waste Water,Domestic/Commercial,1260,Griffith,Riverina Murray,Regional,13450
2019,1,Waste,Waste Water,Domestic/Commercial,1743,Gunnedah,New England North West,Regional,13550
2019,1,Waste,Waste Water,Domestic/Commercial,2682,Gwydir,New England North West,Regional,13660
2019,1,Waste,Waste Water,Domestic/Commercial,1305,Hawkesbury,Western Parkland City,Six Cities,13800
2019,1,Waste,Waste Water,Domestic/Commercial,3172,Hay,Riverina Murray,Regional,13850
2019,1,Waste,Waste Water,Domestic/Commercial,2515,Hilltops,South East and Tablelands,Regional,13910
2019,1,Waste,Waste Water,Domestic/Commercial,7579,Hornsby,Eastern Harbour City,Six Cities,14000
2019,1,Waste,Waste Water,Domestic/Commercial,3077,Inverell,New England North West,Regional,14200
2019,1,Waste,Waste Water,Domestic/Commercial,753,Junee,Riverina Murray,Regional,14300
2019,1,Waste,Waste Water,Domestic/Commercial,1821,Kempsey,North Coast,Regional,14350
2019,1,Waste,Waste Water,Domestic/Commercial,2110,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2019,1,Waste,Waste Water,Domestic/Commercial,1253,Kyogle,North Coast,Regional,14550
2019,1,Waste,Waste Water,Domestic/Commercial,4269,Lachlan,Central West and Orana,Regional,14600
2019,1,Waste,Waste Water,Domestic/Commercial,23654,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2019,1,Waste,Waste Water,Domestic/Commercial,670,Leeton,Riverina Murray,Regional,14750
2019,1,Waste,Waste Water,Domestic/Commercial,1721,Lismore,North Coast,Regional,14850
2019,1,Waste,Waste Water,Domestic/Commercial,1887,Lithgow,Central West and Orana,Regional,14870
2019,1,Waste,Waste Water,Domestic/Commercial,1622,Liverpool Plains,New England North West,Regional,14920
2019,1,Waste,Waste Water,Domestic/Commercial,885,Lockhart,Riverina Murray,Regional,14950
2019,1,Waste,Waste Water,Domestic/Commercial,7500,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,1,Waste,Waste Water,Domestic/Commercial,5578,Mid-Coast,Upper Hunter,Regional,15240
2019,1,Waste,Waste Water,Domestic/Commercial,3139,Mid-Western Regional,Central West and Orana,Regional,15270
2019,1,Waste,Waste Water,Domestic/Commercial,5286,Moree Plains,New England North West,Regional,15300
2019,1,Waste,Waste Water,Domestic/Commercial,3592,Murray River,Riverina Murray,Regional,15520
2019,1,Waste,Waste Water,Domestic/Commercial,1992,Murrumbidgee,Riverina Murray,Regional,15560
2019,1,Waste,Waste Water,Domestic/Commercial,1437,Muswellbrook,Upper Hunter,Regional,15650
2019,1,Waste,Waste Water,Domestic/Commercial,1008,Nambucca,North Coast,Regional,15700
2019,1,Waste,Waste Water,Domestic/Commercial,3951,Narrabri,New England North West,Regional,15750
2019,1,Waste,Waste Water,Domestic/Commercial,1301,Narrandera,Riverina Murray,Regional,15800
2019,1,Waste,Waste Water,Domestic/Commercial,1632,Narromine,Central West and Orana,Regional,15850
2019,1,Waste,Waste Water,Domestic/Commercial,3430,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,1,Waste,Waste Water,Domestic/Commercial,13748,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,1,Waste,Waste Water,Domestic/Commercial,1151,Oberon,Central West and Orana,Regional,16100
2019,1,Waste,Waste Water,Domestic/Commercial,1365,Orange,Central West and Orana,Regional,16150
2019,1,Waste,Waste Water,Domestic/Commercial,2080,Parkes,Central West and Orana,Regional,16200
2019,1,Waste,Waste Water,Domestic/Commercial,15693,Penrith,Western Parkland City,Six Cities,16350
2019,1,Waste,Waste Water,Domestic/Commercial,3499,Port Macquarie-Hastings,North Coast,Regional,16380
2019,1,Waste,Waste Water,Domestic/Commercial,7295,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2019,1,Waste,Waste Water,Domestic/Commercial,3239,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2019,1,Waste,Waste Water,Domestic/Commercial,505,Randwick,Eastern Harbour City,Six Cities,16550
2019,1,Waste,Waste Water,Domestic/Commercial,1544,Richmond Valley,North Coast,Regional,16610
2019,1,Waste,Waste Water,Domestic/Commercial,5499,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2019,1,Waste,Waste Water,Domestic/Commercial,4440,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2019,1,Waste,Waste Water,Domestic/Commercial,5192,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2019,1,Waste,Waste Water,Domestic/Commercial,2884,Snowy Valleys,Riverina Murray,Regional,17080
2019,1,Waste,Waste Water,Domestic/Commercial,18999,Sutherland Shire,Central River City,Six Cities,17150
2019,1,Waste,Waste Water,Domestic/Commercial,4575,Tamworth Regional,New England North West,Regional,17310
2019,1,Waste,Waste Water,Domestic/Commercial,953,Temora,Riverina Murray,Regional,17350
2019,1,Waste,Waste Water,Domestic/Commercial,2196,Tenterfield,New England North West,Regional,17400
2019,1,Waste,Waste Water,Domestic/Commercial,6490,The Hills Shire,Central River City,Six Cities,17420
2019,1,Waste,Waste Water,Domestic/Commercial,3283,Tweed,North Coast,Regional,17550
2019,1,Waste,Waste Water,Domestic/Commercial,25407,Unincorporated NSW,Far West,Regional,19399
2019,1,Waste,Waste Water,Domestic/Commercial,2641,Upper Hunter Shire,Upper Hunter,Regional,17620
2019,1,Waste,Waste Water,Domestic/Commercial,2182,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2019,1,Waste,Waste Water,Domestic/Commercial,1066,Uralla,New England North West,Regional,17650
2019,1,Waste,Waste Water,Domestic/Commercial,3291,Wagga Wagga,Riverina Murray,Regional,17750
2019,1,Waste,Waste Water,Domestic/Commercial,1799,Walcha,New England North West,Regional,17850
2019,1,Waste,Waste Water,Domestic/Commercial,6263,Walgett,Far West,Regional,17900
2019,1,Waste,Waste Water,Domestic/Commercial,3011,Warren,Central West and Orana,Regional,17950
2019,1,Waste,Waste Water,Domestic/Commercial,3653,Warrumbungle Shire,Central West and Orana,Regional,18020
2019,1,Waste,Waste Water,Domestic/Commercial,377,Waverley,Eastern Harbour City,Six Cities,18050
2019,1,Waste,Waste Water,Domestic/Commercial,1040,Weddin,Central West and Orana,Regional,18100
2019,1,Waste,Waste Water,Domestic/Commercial,7353,Wentworth,Far West,Regional,18200
2019,1,Waste,Waste Water,Domestic/Commercial,995,Wollondilly,Western Parkland City,Six Cities,18400
2019,1,Waste,Waste Water,Domestic/Commercial,18302,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2019,1,Waste,Waste Water,Domestic/Commercial,1597,Yass Valley,South East and Tablelands,Regional,18710
2019,2,Electricity Consumption - Scope 2,Residential,,98168,Albury,Riverina Murray,Regional,10050
2019,2,Electricity Consumption - Scope 2,Residential,,64321,Armidale Regional,New England North West,Regional,10130
2019,2,Electricity Consumption - Scope 2,Residential,,75336,Ballina,North Coast,Regional,10250
2019,2,Electricity Consumption - Scope 2,Residential,,10314,Balranald,Far West,Regional,10300
2019,2,Electricity Consumption - Scope 2,Residential,,86460,Bathurst Regional,Central West and Orana,Regional,10470
2019,2,Electricity Consumption - Scope 2,Residential,,241041,Bayside,Eastern Harbour City,Six Cities,10500
2019,2,Electricity Consumption - Scope 2,Residential,,76192,Bega Valley,South East and Tablelands,Regional,10550
2019,2,Electricity Consumption - Scope 2,Residential,,24934,Bellingen,North Coast,Regional,10600
2019,2,Electricity Consumption - Scope 2,Residential,,13707,Coonamble,Central West and Orana,Regional,12150
2019,2,Electricity Consumption - Scope 2,Residential,,26072,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2019,2,Electricity Consumption - Scope 2,Residential,,33318,Cowra,Central West and Orana,Regional,12350
2019,2,Electricity Consumption - Scope 2,Residential,,326400,Cumberland,Central River City,Six Cities,12380
2019,2,Electricity Consumption - Scope 2,Residential,,132791,Dubbo Regional,Central West and Orana,Regional,12390
2019,2,Electricity Consumption - Scope 2,Residential,,24398,Dungog,Upper Hunter,Regional,12700
2019,2,Electricity Consumption - Scope 2,Residential,,30610,Edward River,Riverina Murray,Regional,12730
2019,2,Electricity Consumption - Scope 2,Residential,,86396,Eurobodalla,South East and Tablelands,Regional,12750
2019,2,Electricity Consumption - Scope 2,Residential,,348481,Fairfield,Western Parkland City,Six Cities,12850
2019,2,Electricity Consumption - Scope 2,Residential,,31986,Federation,Riverina Murray,Regional,12870
2019,2,Electricity Consumption - Scope 2,Residential,,26051,Forbes,Central West and Orana,Regional,12900
2019,2,Electricity Consumption - Scope 2,Residential,,245776,Georges River,Central River City,Six Cities,12930
2019,2,Electricity Consumption - Scope 2,Residential,,13553,Gilgandra,Central West and Orana,Regional,12950
2019,2,Electricity Consumption - Scope 2,Residential,,17166,Glen Innes Severn,New England North West,Regional,13010
2019,2,Electricity Consumption - Scope 2,Residential,,59966,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2019,2,Electricity Consumption - Scope 2,Residential,,27251,Greater Hume Shire,Riverina Murray,Regional,13340
2019,2,Electricity Consumption - Scope 2,Residential,,76603,Griffith,Riverina Murray,Regional,13450
2019,2,Electricity Consumption - Scope 2,Residential,,35098,Gunnedah,New England North West,Regional,13550
2019,2,Electricity Consumption - Scope 2,Residential,,15631,Gwydir,New England North West,Regional,13660
2019,2,Electricity Consumption - Scope 2,Residential,,175393,Hawkesbury,Western Parkland City,Six Cities,13800
2019,2,Electricity Consumption - Scope 2,Residential,,10721,Hay,Riverina Murray,Regional,13850
2019,2,Electricity Consumption - Scope 2,Residential,,49670,Hilltops,South East and Tablelands,Regional,13910
2019,2,Electricity Consumption - Scope 2,Residential,,317438,Hornsby,Eastern Harbour City,Six Cities,14000
2019,2,Electricity Consumption - Scope 2,Residential,,35227,Hunters Hill,Eastern Harbour City,Six Cities,14100
2019,2,Electricity Consumption - Scope 2,Residential,,284857,Inner West,Eastern Harbour City,Six Cities,14170
2019,2,Electricity Consumption - Scope 2,Residential,,39347,Inverell,New England North West,Regional,14200
2019,2,Electricity Consumption - Scope 2,Residential,,12447,Junee,Riverina Murray,Regional,14300
2019,2,Electricity Consumption - Scope 2,Residential,,56501,Kempsey,North Coast,Regional,14350
2019,2,Electricity Consumption - Scope 2,Residential,,45930,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2019,2,Electricity Consumption - Scope 2,Residential,,282875,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2019,2,Electricity Consumption - Scope 2,Residential,,18815,Kyogle,North Coast,Regional,14550
2019,2,Electricity Consumption - Scope 2,Residential,,20039,Lachlan,Central West and Orana,Regional,14600
2019,2,Electricity Consumption - Scope 2,Residential,,423555,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2019,2,Electricity Consumption - Scope 2,Residential,,72055,Lane Cove,Eastern Harbour City,Six Cities,14700
2019,2,Electricity Consumption - Scope 2,Residential,,32798,Leeton,Riverina Murray,Regional,14750
2019,2,Electricity Consumption - Scope 2,Residential,,76154,Lismore,North Coast,Regional,14850
2019,2,Electricity Consumption - Scope 2,Residential,,41573,Lithgow,Central West and Orana,Regional,14870
2019,2,Electricity Consumption - Scope 2,Residential,,376552,Liverpool,Western Parkland City,Six Cities,14900
2019,2,Electricity Consumption - Scope 2,Residential,,22334,Liverpool Plains,New England North West,Regional,14920
2019,2,Electricity Consumption - Scope 2,Residential,,9111,Lockhart,Riverina Murray,Regional,14950
2019,2,Electricity Consumption - Scope 2,Residential,,172144,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2019,2,Electricity Consumption - Scope 2,Residential,,199150,Mid-Coast,Upper Hunter,Regional,15240
2019,2,Electricity Consumption - Scope 2,Residential,,62375,Mid-Western Regional,Central West and Orana,Regional,15270
2019,2,Electricity Consumption - Scope 2,Residential,,42679,Moree Plains,New England North West,Regional,15300
2019,2,Electricity Consumption - Scope 2,Residential,,72541,Mosman,Eastern Harbour City,Six Cities,15350
2019,2,Electricity Consumption - Scope 2,Residential,,36480,Murray River,Riverina Murray,Regional,15520
2019,2,Electricity Consumption - Scope 2,Residential,,13741,Murrumbidgee,Riverina Murray,Regional,15560
2019,2,Electricity Consumption - Scope 2,Residential,,45093,Muswellbrook,Upper Hunter,Regional,15650
2019,2,Electricity Consumption - Scope 2,Residential,,35223,Nambucca,North Coast,Regional,15700
2019,2,Electricity Consumption - Scope 2,Residential,,39894,Narrabri,New England North West,Regional,15750
2019,2,Electricity Consumption - Scope 2,Residential,,16141,Narrandera,Riverina Murray,Regional,15800
2019,2,Electricity Consumption - Scope 2,Residential,,20123,Narromine,Central West and Orana,Regional,15850
2019,2,Electricity Consumption - Scope 2,Residential,,289543,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2019,2,Electricity Consumption - Scope 2,Residential,,131954,North Sydney,Eastern Harbour City,Six Cities,15950
2019,2,Electricity Consumption - Scope 2,Residential,,487348,Northern Beaches,Eastern Harbour City,Six Cities,15990
2019,2,Electricity Consumption - Scope 2,Residential,,13169,Oberon,Central West and Orana,Regional,16100
2019,2,Electricity Consumption - Scope 2,Residential,,90555,Orange,Central West and Orana,Regional,16150
2019,2,Electricity Consumption - Scope 2,Residential,,36436,Parkes,Central West and Orana,Regional,16200
2019,2,Electricity Consumption - Scope 2,Residential,,384912,Parramatta,Central River City,Six Cities,16260
2019,2,Electricity Consumption - Scope 2,Residential,,451160,Penrith,Western Parkland City,Six Cities,16350
2019,2,Electricity Consumption - Scope 2,Residential,,154307,Port Macquarie-Hastings,North Coast,Regional,16380
2019,2,Electricity Consumption - Scope 2,Residential,,168805,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2019,2,Electricity Consumption - Scope 2,Residential,,126244,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2019,2,Electricity Consumption - Scope 2,Residential,,225515,Randwick,Eastern Harbour City,Six Cities,16550
2019,2,Electricity Consumption - Scope 2,Residential,,43724,Richmond Valley,North Coast,Regional,16610
2019,2,Electricity Consumption - Scope 2,Residential,,204897,Ryde,Eastern Harbour City,Six Cities,16700
2019,2,Electricity Consumption - Scope 2,Residential,,113046,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2019,2,Electricity Consumption - Scope 2,Residential,,229768,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2019,2,Electricity Consumption - Scope 2,Residential,,65246,Singleton,Upper Hunter,Regional,17000
2019,2,Electricity Consumption - Scope 2,Residential,,62893,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2019,2,Electricity Consumption - Scope 2,Residential,,36717,Snowy Valleys,Riverina Murray,Regional,17080
2019,2,Electricity Consumption - Scope 2,Residential,,65934,Strathfield,Eastern Harbour City,Six Cities,17100
2019,2,Electricity Consumption - Scope 2,Residential,,485777,Sutherland Shire,Central River City,Six Cities,17150
2019,2,Electricity Consumption - Scope 2,Residential,,327484,Sydney,Eastern Harbour City,Six Cities,17200
2019,2,Electricity Consumption - Scope 2,Residential,,154525,Tamworth Regional,New England North West,Regional,17310
2019,2,Electricity Consumption - Scope 2,Residential,,15591,Temora,Riverina Murray,Regional,17350
2019,2,Electricity Consumption - Scope 2,Residential,,11260,Tenterfield,New England North West,Regional,17400
2019,2,Electricity Consumption - Scope 2,Residential,,356028,The Hills Shire,Central River City,Six Cities,17420
2019,2,Electricity Consumption - Scope 2,Residential,,158052,Tweed,North Coast,Regional,17550
2019,2,Electricity Consumption - Scope 2,Residential,,3233,Unincorporated NSW,Far West,Regional,19399
2019,2,Electricity Consumption - Scope 2,Residential,,40806,Upper Hunter Shire,Upper Hunter,Regional,17620
2019,2,Electricity Consumption - Scope 2,Residential,,20419,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2019,2,Electricity Consumption - Scope 2,Residential,,12887,Uralla,New England North West,Regional,17650
2019,2,Electricity Consumption - Scope 2,Residential,,130110,Wagga Wagga,Riverina Murray,Regional,17750
2019,2,Electricity Consumption - Scope 2,Residential,,7714,Walcha,New England North West,Regional,17850
2019,2,Electricity Consumption - Scope 2,Residential,,16988,Walgett,Far West,Regional,17900
2019,2,Electricity Consumption - Scope 2,Residential,,10836,Warren,Central West and Orana,Regional,17950
2019,2,Electricity Consumption - Scope 2,Residential,,24299,Warrumbungle Shire,Central West and Orana,Regional,18020
2019,2,Electricity Consumption - Scope 2,Residential,,128151,Waverley,Eastern Harbour City,Six Cities,18050
2019,2,Electricity Consumption - Scope 2,Residential,,9953,Weddin,Central West and Orana,Regional,18100
2019,2,Electricity Consumption - Scope 2,Residential,,24461,Wentworth,Far West,Regional,18200
2019,2,Electricity Consumption - Scope 2,Residential,,133816,Willoughby,Eastern Harbour City,Six Cities,18250
2019,2,Electricity Consumption - Scope 2,Residential,,116257,Wingecarribee,South East and Tablelands,Regional,18350
2019,2,Electricity Consumption - Scope 2,Residential,,121988,Wollondilly,Western Parkland City,Six Cities,18400
2019,2,Electricity Consumption - Scope 2,Residential,,352089,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2019,2,Electricity Consumption - Scope 2,Residential,,152151,Woollahra,Eastern Harbour City,Six Cities,18500
2019,2,Electricity Consumption - Scope 2,Residential,,43275,Yass Valley,South East and Tablelands,Regional,18710
2018,2,Electricity Consumption - Scope 2,Residential,,97839,Albury,Riverina Murray,Regional,10050
2018,2,Electricity Consumption - Scope 2,Residential,,66578,Armidale Regional,New England North West,Regional,10130
2018,2,Electricity Consumption - Scope 2,Residential,,76952,Ballina,North Coast,Regional,10250
2018,2,Electricity Consumption - Scope 2,Residential,,10633,Balranald,Far West,Regional,10300
2018,2,Electricity Consumption - Scope 2,Residential,,86879,Bathurst Regional,Central West and Orana,Regional,10470
2018,2,Electricity Consumption - Scope 2,Residential,,241820,Bayside,Eastern Harbour City,Six Cities,10500
2018,2,Electricity Consumption - Scope 2,Residential,,78318,Bega Valley,South East and Tablelands,Regional,10550
2018,2,Electricity Consumption - Scope 2,Residential,,25816,Bellingen,North Coast,Regional,10600
2018,2,Electricity Consumption - Scope 2,Residential,,25354,Berrigan,Riverina Murray,Regional,10650
2018,2,Electricity Consumption - Scope 2,Residential,,621924,Blacktown,Central River City,Six Cities,10750
2018,2,Electricity Consumption - Scope 2,Residential,,16065,Bland,Riverina Murray,Regional,10800
2018,2,Electricity Consumption - Scope 2,Residential,,18049,Blayney,Central West and Orana,Regional,10850
2018,2,Electricity Consumption - Scope 2,Residential,,171168,Blue Mountains,Western Parkland City,Six Cities,10900
2018,2,Electricity Consumption - Scope 2,Residential,,10227,Bogan,Central West and Orana,Regional,10950
2018,2,Electricity Consumption - Scope 2,Residential,,10295,Bourke,Far West,Regional,11150
2018,2,Electricity Consumption - Scope 2,Residential,,6163,Brewarrina,Far West,Regional,11200
2018,2,Electricity Consumption - Scope 2,Residential,,47353,Broken Hill,Far West,Regional,11250
2018,2,Electricity Consumption - Scope 2,Residential,,54394,Burwood,Eastern Harbour City,Six Cities,11300
2018,2,Electricity Consumption - Scope 2,Residential,,69050,Byron,North Coast,Regional,11350
2018,2,Electricity Consumption - Scope 2,Residential,,39447,Cabonne,Central West and Orana,Regional,11400
2018,2,Electricity Consumption - Scope 2,Residential,,187389,Camden,Western Parkland City,Six Cities,11450
2018,2,Electricity Consumption - Scope 2,Residential,,310691,Campbelltown,Western Parkland City,Six Cities,11500
2018,2,Electricity Consumption - Scope 2,Residential,,150384,Canada Bay,Eastern Harbour City,Six Cities,11520
2018,2,Electricity Consumption - Scope 2,Residential,,581952,Canterbury-Bankstown,Central River City,Six Cities,11570
2018,2,Electricity Consumption - Scope 2,Residential,,11034,Carrathool,Riverina Murray,Regional,11600
2018,2,Electricity Consumption - Scope 2,Residential,,731053,Central Coast,Central Coast City,Six Cities,11650
2018,2,Electricity Consumption - Scope 2,Residential,,7343,Central Darling,Far West,Regional,11700
2018,2,Electricity Consumption - Scope 2,Residential,,130942,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2018,2,Electricity Consumption - Scope 2,Residential,,98538,Clarence Valley,North Coast,Regional,11730
2018,2,Electricity Consumption - Scope 2,Residential,,14648,Cobar,Far West,Regional,11750
2018,2,Electricity Consumption - Scope 2,Residential,,138110,Coffs Harbour,North Coast,Regional,11800
2018,2,Electricity Consumption - Scope 2,Residential,,10581,Coolamon,Riverina Murray,Regional,12000
2018,2,Electricity Consumption - Scope 2,Residential,,14716,Coonamble,Central West and Orana,Regional,12150
2018,2,Electricity Consumption - Scope 2,Residential,,26165,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2018,2,Electricity Consumption - Scope 2,Residential,,33463,Cowra,Central West and Orana,Regional,12350
2018,2,Electricity Consumption - Scope 2,Residential,,330079,Cumberland,Central River City,Six Cities,12380
2018,2,Electricity Consumption - Scope 2,Residential,,135053,Dubbo Regional,Central West and Orana,Regional,12390
2018,2,Electricity Consumption - Scope 2,Residential,,24928,Dungog,Upper Hunter,Regional,12700
2018,2,Electricity Consumption - Scope 2,Residential,,31328,Edward River,Riverina Murray,Regional,12730
2018,2,Electricity Consumption - Scope 2,Residential,,88137,Eurobodalla,South East and Tablelands,Regional,12750
2018,2,Electricity Consumption - Scope 2,Residential,,362288,Fairfield,Western Parkland City,Six Cities,12850
2018,2,Electricity Consumption - Scope 2,Residential,,32442,Federation,Riverina Murray,Regional,12870
2018,2,Electricity Consumption - Scope 2,Residential,,26806,Forbes,Central West and Orana,Regional,12900
2018,2,Electricity Consumption - Scope 2,Residential,,250255,Georges River,Central River City,Six Cities,12930
2018,2,Electricity Consumption - Scope 2,Residential,,13767,Gilgandra,Central West and Orana,Regional,12950
2018,2,Electricity Consumption - Scope 2,Residential,,18184,Glen Innes Severn,New England North West,Regional,13010
2018,2,Electricity Consumption - Scope 2,Residential,,60949,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2018,2,Electricity Consumption - Scope 2,Residential,,27750,Greater Hume Shire,Riverina Murray,Regional,13340
2018,2,Electricity Consumption - Scope 2,Residential,,77253,Griffith,Riverina Murray,Regional,13450
2018,2,Electricity Consumption - Scope 2,Residential,,35196,Gunnedah,New England North West,Regional,13550
2018,2,Electricity Consumption - Scope 2,Residential,,16320,Gwydir,New England North West,Regional,13660
2018,2,Electricity Consumption - Scope 2,Residential,,175559,Hawkesbury,Western Parkland City,Six Cities,13800
2018,2,Electricity Consumption - Scope 2,Residential,,11083,Hay,Riverina Murray,Regional,13850
2018,2,Electricity Consumption - Scope 2,Residential,,50249,Hilltops,South East and Tablelands,Regional,13910
2018,2,Electricity Consumption - Scope 2,Residential,,323358,Hornsby,Eastern Harbour City,Six Cities,14000
2018,2,Electricity Consumption - Scope 2,Residential,,35572,Hunters Hill,Eastern Harbour City,Six Cities,14100
2018,2,Electricity Consumption - Scope 2,Residential,,289320,Inner West,Eastern Harbour City,Six Cities,14170
2018,2,Electricity Consumption - Scope 2,Residential,,40084,Inverell,New England North West,Regional,14200
2018,2,Electricity Consumption - Scope 2,Residential,,12416,Junee,Riverina Murray,Regional,14300
2018,2,Electricity Consumption - Scope 2,Residential,,57658,Kempsey,North Coast,Regional,14350
2018,2,Electricity Consumption - Scope 2,Residential,,45178,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2018,2,Electricity Consumption - Scope 2,Residential,,287887,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2018,2,Electricity Consumption - Scope 2,Residential,,18994,Kyogle,North Coast,Regional,14550
2018,2,Electricity Consumption - Scope 2,Residential,,20917,Lachlan,Central West and Orana,Regional,14600
2018,2,Electricity Consumption - Scope 2,Residential,,425538,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2018,2,Electricity Consumption - Scope 2,Residential,,73287,Lane Cove,Eastern Harbour City,Six Cities,14700
2018,2,Electricity Consumption - Scope 2,Residential,,33727,Leeton,Riverina Murray,Regional,14750
2018,2,Electricity Consumption - Scope 2,Residential,,77320,Lismore,North Coast,Regional,14850
2018,2,Electricity Consumption - Scope 2,Residential,,42611,Lithgow,Central West and Orana,Regional,14870
2018,2,Electricity Consumption - Scope 2,Residential,,383282,Liverpool,Western Parkland City,Six Cities,14900
2018,2,Electricity Consumption - Scope 2,Residential,,23116,Liverpool Plains,New England North West,Regional,14920
2018,2,Electricity Consumption - Scope 2,Residential,,9272,Lockhart,Riverina Murray,Regional,14950
2018,2,Electricity Consumption - Scope 2,Residential,,170561,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,2,Electricity Consumption - Scope 2,Residential,,203456,Mid-Coast,Upper Hunter,Regional,15240
2018,2,Electricity Consumption - Scope 2,Residential,,63289,Mid-Western Regional,Central West and Orana,Regional,15270
2018,2,Electricity Consumption - Scope 2,Residential,,45356,Moree Plains,New England North West,Regional,15300
2018,2,Electricity Consumption - Scope 2,Residential,,74317,Mosman,Eastern Harbour City,Six Cities,15350
2018,2,Electricity Consumption - Scope 2,Residential,,37386,Murray River,Riverina Murray,Regional,15520
2018,2,Electricity Consumption - Scope 2,Residential,,14354,Murrumbidgee,Riverina Murray,Regional,15560
2018,2,Electricity Consumption - Scope 2,Residential,,46009,Muswellbrook,Upper Hunter,Regional,15650
2018,2,Electricity Consumption - Scope 2,Residential,,36122,Nambucca,North Coast,Regional,15700
2018,2,Electricity Consumption - Scope 2,Residential,,41550,Narrabri,New England North West,Regional,15750
2018,2,Electricity Consumption - Scope 2,Residential,,16420,Narrandera,Riverina Murray,Regional,15800
2018,2,Electricity Consumption - Scope 2,Residential,,20705,Narromine,Central West and Orana,Regional,15850
2018,2,Electricity Consumption - Scope 2,Residential,,290820,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,2,Electricity Consumption - Scope 2,Residential,,133997,North Sydney,Eastern Harbour City,Six Cities,15950
2018,2,Electricity Consumption - Scope 2,Residential,,497050,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,2,Electricity Consumption - Scope 2,Residential,,13616,Oberon,Central West and Orana,Regional,16100
2018,2,Electricity Consumption - Scope 2,Residential,,90782,Orange,Central West and Orana,Regional,16150
2018,2,Electricity Consumption - Scope 2,Residential,,37447,Parkes,Central West and Orana,Regional,16200
2018,2,Electricity Consumption - Scope 2,Residential,,392770,Parramatta,Central River City,Six Cities,16260
2018,2,Electricity Consumption - Scope 2,Residential,,458673,Penrith,Western Parkland City,Six Cities,16350
2018,2,Electricity Consumption - Scope 2,Residential,,159267,Port Macquarie-Hastings,North Coast,Regional,16380
2018,2,Electricity Consumption - Scope 2,Residential,,171175,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2018,2,Electricity Consumption - Scope 2,Residential,,127019,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2018,2,Electricity Consumption - Scope 2,Residential,,233115,Randwick,Eastern Harbour City,Six Cities,16550
