Year,ScopeID,Sector,SubSector1,SubSector2,Emissions,LGA,Planning_Region,Metro_or_Regional,LGA_CODE18
2018,2,Electricity Consumption - Scope 2,Business,,522979.8,Liverpool,Western Parkland City,Six Cities,14900
2018,2,Electricity Consumption - Scope 2,Business,,17028.3,Liverpool Plains,New England North West,Regional,14920
2018,2,Electricity Consumption - Scope 2,Business,,3129.5,Lockhart,Riverina Murray,Regional,14950
2018,2,Electricity Consumption - Scope 2,Business,,176476.6,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2018,2,Electricity Consumption - Scope 2,Business,,165733.5,Mid-Coast,Upper Hunter,Regional,15240
2018,2,Electricity Consumption - Scope 2,Business,,286918.5,Mid-Western Regional,Central West and Orana,Regional,15270
2018,2,Electricity Consumption - Scope 2,Business,,70443.6,Moree Plains,New England North West,Regional,15300
2018,2,Electricity Consumption - Scope 2,Business,,37897.5,Mosman,Eastern Harbour City,Six Cities,15350
2018,2,Electricity Consumption - Scope 2,Business,,50198.5,Murray River,Riverina Murray,Regional,15520
2018,2,Electricity Consumption - Scope 2,Business,,44776.3,Murrumbidgee,Riverina Murray,Regional,15560
2018,2,Electricity Consumption - Scope 2,Business,,377876.3,Muswellbrook,Upper Hunter,Regional,15650
2018,2,Electricity Consumption - Scope 2,Business,,26960.3,Nambucca,North Coast,Regional,15700
2018,2,Electricity Consumption - Scope 2,Business,,150667.6,Narrabri,New England North West,Regional,15750
2018,2,Electricity Consumption - Scope 2,Business,,25653.1,Narrandera,Riverina Murray,Regional,15800
2018,2,Electricity Consumption - Scope 2,Business,,54996,Narromine,Central West and Orana,Regional,15850
2018,2,Electricity Consumption - Scope 2,Business,,961146.8,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2018,2,Electricity Consumption - Scope 2,Business,,296194.2,North Sydney,Eastern Harbour City,Six Cities,15950
2018,2,Electricity Consumption - Scope 2,Business,,540469.8,Northern Beaches,Eastern Harbour City,Six Cities,15990
2018,2,Electricity Consumption - Scope 2,Business,,112846.5,Oberon,Central West and Orana,Regional,16100
2018,2,Electricity Consumption - Scope 2,Business,,97085.9,Orange,Central West and Orana,Regional,16150
2018,2,Electricity Consumption - Scope 2,Business,,240029.7,Parkes,Central West and Orana,Regional,16200
2018,2,Electricity Consumption - Scope 2,Business,,1253820.3,Parramatta,Central River City,Six Cities,16260
2018,2,Electricity Consumption - Scope 2,Business,,576244.1,Penrith,Western Parkland City,Six Cities,16350
2018,2,Electricity Consumption - Scope 2,Business,,153196,Port Macquarie-Hastings,North Coast,Regional,16380
2018,2,Electricity Consumption - Scope 2,Business,,6997680.3,Port Stephens,Lower Hunter and Greater Newcastle City,Six Cities,16400
2018,2,Electricity Consumption - Scope 2,Business,,75656.1,Queanbeyan-Palerang Regional,South East and Tablelands,Regional,16490
2018,2,Electricity Consumption - Scope 2,Business,,499235.2,Randwick,Eastern Harbour City,Six Cities,16550
2018,2,Electricity Consumption - Scope 2,Business,,58270.6,Richmond Valley,North Coast,Regional,16610
2018,2,Electricity Consumption - Scope 2,Business,,618556.8,Ryde,Eastern Harbour City,Six Cities,16700
2018,2,Electricity Consumption - Scope 2,Business,,104698,Shellharbour,Illawarra-Shoalhaven City,Six Cities,16900
2018,2,Electricity Consumption - Scope 2,Business,,435215.1,Shoalhaven,Illawarra-Shoalhaven City,Six Cities,16950
2018,2,Electricity Consumption - Scope 2,Business,,701687.4,Singleton,Upper Hunter,Regional,17000
2018,2,Electricity Consumption - Scope 2,Business,,292110.7,Snowy Monaro Regional,South East and Tablelands,Regional,17040
2018,2,Electricity Consumption - Scope 2,Business,,87213,Snowy Valleys,Riverina Murray,Regional,17080
2018,2,Electricity Consumption - Scope 2,Business,,137318.5,Strathfield,Eastern Harbour City,Six Cities,17100
2018,2,Electricity Consumption - Scope 2,Business,,362779.6,Sutherland Shire,Central River City,Six Cities,17150
2018,2,Electricity Consumption - Scope 2,Business,,2803192.2,Sydney,Eastern Harbour City,Six Cities,17200
2018,2,Electricity Consumption - Scope 2,Business,,199809,Tamworth Regional,New England North West,Regional,17310
2018,2,Electricity Consumption - Scope 2,Business,,9912.5,Temora,Riverina Murray,Regional,17350
2018,2,Electricity Consumption - Scope 2,Business,,7455,Tenterfield,New England North West,Regional,17400
2018,2,Electricity Consumption - Scope 2,Business,,340843.9,The Hills Shire,Central River City,Six Cities,17420
2018,2,Electricity Consumption - Scope 2,Business,,175755.8,Tweed,North Coast,Regional,17550
2018,2,Electricity Consumption - Scope 2,Business,,10408.4,Unincorporated NSW,Far West,Regional,19399
2018,2,Electricity Consumption - Scope 2,Business,,49931.5,Upper Hunter Shire,Upper Hunter,Regional,17620
2018,2,Electricity Consumption - Scope 2,Business,,6601.8,Upper Lachlan Shire,South East and Tablelands,Regional,17640
2018,2,Electricity Consumption - Scope 2,Business,,4502.5,Uralla,New England North West,Regional,17650
2018,2,Electricity Consumption - Scope 2,Business,,210944.2,Wagga Wagga,Riverina Murray,Regional,17750
2018,2,Electricity Consumption - Scope 2,Business,,3338.2,Walcha,New England North West,Regional,17850
2018,2,Electricity Consumption - Scope 2,Business,,15690.1,Walgett,Far West,Regional,17900
2018,2,Electricity Consumption - Scope 2,Business,,15301.5,Warren,Central West and Orana,Regional,17950
2018,2,Electricity Consumption - Scope 2,Business,,17798.3,Warrumbungle Shire,Central West and Orana,Regional,18020
2018,2,Electricity Consumption - Scope 2,Business,,150087.6,Waverley,Eastern Harbour City,Six Cities,18050
2018,2,Electricity Consumption - Scope 2,Business,,3500,Weddin,Central West and Orana,Regional,18100
2018,2,Electricity Consumption - Scope 2,Business,,92149.2,Wentworth,Far West,Regional,18200
2018,2,Electricity Consumption - Scope 2,Business,,418247.3,Willoughby,Eastern Harbour City,Six Cities,18250
2018,2,Electricity Consumption - Scope 2,Business,,233270,Wingecarribee,South East and Tablelands,Regional,18350
2018,2,Electricity Consumption - Scope 2,Business,,260846.2,Wollondilly,Western Parkland City,Six Cities,18400
2018,2,Electricity Consumption - Scope 2,Business,,1418619.2,Wollongong,Illawarra-Shoalhaven City,Six Cities,18450
2018,2,Electricity Consumption - Scope 2,Business,,99184,Woollahra,Eastern Harbour City,Six Cities,18500
2018,2,Electricity Consumption - Scope 2,Business,,17214.2,Yass Valley,South East and Tablelands,Regional,18710
2017,2,Electricity Consumption - Scope 2,Business,,173316.3,Albury,Riverina Murray,Regional,10050
2017,2,Electricity Consumption - Scope 2,Business,,65922.3,Armidale Regional,New England North West,Regional,10130
2017,2,Electricity Consumption - Scope 2,Business,,71242.7,Ballina,North Coast,Regional,10250
2017,2,Electricity Consumption - Scope 2,Business,,11453.2,Balranald,Far West,Regional,10300
2017,2,Electricity Consumption - Scope 2,Business,,141189.9,Bathurst Regional,Central West and Orana,Regional,10470
2017,2,Electricity Consumption - Scope 2,Business,,811284.8,Bayside,Eastern Harbour City,Six Cities,10500
2017,2,Electricity Consumption - Scope 2,Business,,81901.5,Bega Valley,South East and Tablelands,Regional,10550
2017,2,Electricity Consumption - Scope 2,Business,,20862.5,Bellingen,North Coast,Regional,10600
2017,2,Electricity Consumption - Scope 2,Business,,23696.7,Berrigan,Riverina Murray,Regional,10650
2017,2,Electricity Consumption - Scope 2,Business,,1260573.7,Blacktown,Central River City,Six Cities,10750
2017,2,Electricity Consumption - Scope 2,Business,,205386,Bland,Riverina Murray,Regional,10800
2017,2,Electricity Consumption - Scope 2,Business,,790072.7,Blayney,Central West and Orana,Regional,10850
2017,2,Electricity Consumption - Scope 2,Business,,115854.3,Blue Mountains,Western Parkland City,Six Cities,10900
2017,2,Electricity Consumption - Scope 2,Business,,73471.4,Bogan,Central West and Orana,Regional,10950
2017,2,Electricity Consumption - Scope 2,Business,,14638.2,Bourke,Far West,Regional,11150
2017,2,Electricity Consumption - Scope 2,Business,,5302.8,Brewarrina,Far West,Regional,11200
2017,2,Electricity Consumption - Scope 2,Business,,200920.9,Broken Hill,Far West,Regional,11250
2017,2,Electricity Consumption - Scope 2,Business,,141371.2,Burwood,Eastern Harbour City,Six Cities,11300
2017,2,Electricity Consumption - Scope 2,Business,,62641.3,Byron,North Coast,Regional,11350
2017,2,Electricity Consumption - Scope 2,Business,,71628.2,Cabonne,Central West and Orana,Regional,11400
2017,2,Electricity Consumption - Scope 2,Business,,152118.1,Camden,Western Parkland City,Six Cities,11450
2017,2,Electricity Consumption - Scope 2,Business,,596602.4,Campbelltown,Western Parkland City,Six Cities,11500
2017,2,Electricity Consumption - Scope 2,Business,,193092.4,Canada Bay,Eastern Harbour City,Six Cities,11520
2017,2,Electricity Consumption - Scope 2,Business,,798546.8,Canterbury-Bankstown,Central River City,Six Cities,11570
2017,2,Electricity Consumption - Scope 2,Business,,37266.7,Carrathool,Riverina Murray,Regional,11600
2017,2,Electricity Consumption - Scope 2,Business,,832546.1,Central Coast,Central Coast City,Six Cities,11650
2017,2,Electricity Consumption - Scope 2,Business,,6240,Central Darling,Far West,Regional,11700
2017,2,Electricity Consumption - Scope 2,Business,,166580.4,Cessnock,Lower Hunter and Greater Newcastle City,Six Cities,11720
2017,2,Electricity Consumption - Scope 2,Business,,88775.4,Clarence Valley,North Coast,Regional,11730
2017,2,Electricity Consumption - Scope 2,Business,,178738.2,Cobar,Far West,Regional,11750
2017,2,Electricity Consumption - Scope 2,Business,,147825.4,Coffs Harbour,North Coast,Regional,11800
2017,2,Electricity Consumption - Scope 2,Business,,4095.7,Coolamon,Riverina Murray,Regional,12000
2017,2,Electricity Consumption - Scope 2,Business,,7316,Coonamble,Central West and Orana,Regional,12150
2017,2,Electricity Consumption - Scope 2,Business,,28857.3,Cootamundra-Gundagai Regional,Riverina Murray,Regional,12160
2017,2,Electricity Consumption - Scope 2,Business,,32840.5,Cowra,Central West and Orana,Regional,12350
2017,2,Electricity Consumption - Scope 2,Business,,836150.3,Cumberland,Central River City,Six Cities,12380
2017,2,Electricity Consumption - Scope 2,Business,,144618.1,Dubbo Regional,Central West and Orana,Regional,12390
2017,2,Electricity Consumption - Scope 2,Business,,11315.5,Dungog,Upper Hunter,Regional,12700
2017,2,Electricity Consumption - Scope 2,Business,,36284.8,Edward River,Riverina Murray,Regional,12730
2017,2,Electricity Consumption - Scope 2,Business,,216299.9,Eurobodalla,South East and Tablelands,Regional,12750
2017,2,Electricity Consumption - Scope 2,Business,,637149.3,Fairfield,Western Parkland City,Six Cities,12850
2017,2,Electricity Consumption - Scope 2,Business,,74449.6,Federation,Riverina Murray,Regional,12870
2017,2,Electricity Consumption - Scope 2,Business,,26043,Forbes,Central West and Orana,Regional,12900
2017,2,Electricity Consumption - Scope 2,Business,,237578.5,Georges River,Central River City,Six Cities,12930
2017,2,Electricity Consumption - Scope 2,Business,,6852.5,Gilgandra,Central West and Orana,Regional,12950
2017,2,Electricity Consumption - Scope 2,Business,,15566.5,Glen Innes Severn,New England North West,Regional,13010
2017,2,Electricity Consumption - Scope 2,Business,,105148.2,Goulburn Mulwaree,South East and Tablelands,Regional,13310
2017,2,Electricity Consumption - Scope 2,Business,,18739.9,Greater Hume Shire,Riverina Murray,Regional,13340
2017,2,Electricity Consumption - Scope 2,Business,,175566.8,Griffith,Riverina Murray,Regional,13450
2017,2,Electricity Consumption - Scope 2,Business,,44694.2,Gunnedah,New England North West,Regional,13550
2017,2,Electricity Consumption - Scope 2,Business,,10345.4,Gwydir,New England North West,Regional,13660
2017,2,Electricity Consumption - Scope 2,Business,,200133,Hawkesbury,Western Parkland City,Six Cities,13800
2017,2,Electricity Consumption - Scope 2,Business,,16045.6,Hay,Riverina Murray,Regional,13850
2017,2,Electricity Consumption - Scope 2,Business,,52751.5,Hilltops,South East and Tablelands,Regional,13910
2017,2,Electricity Consumption - Scope 2,Business,,439834.1,Hornsby,Eastern Harbour City,Six Cities,14000
2017,2,Electricity Consumption - Scope 2,Business,,23785.4,Hunters Hill,Eastern Harbour City,Six Cities,14100
2017,2,Electricity Consumption - Scope 2,Business,,375731.1,Inner West,Eastern Harbour City,Six Cities,14170
2017,2,Electricity Consumption - Scope 2,Business,,39098.9,Inverell,New England North West,Regional,14200
2017,2,Electricity Consumption - Scope 2,Business,,11434.3,Junee,Riverina Murray,Regional,14300
2017,2,Electricity Consumption - Scope 2,Business,,58438.9,Kempsey,North Coast,Regional,14350
2017,2,Electricity Consumption - Scope 2,Business,,27682.6,Kiama,Illawarra-Shoalhaven City,Six Cities,14400
2017,2,Electricity Consumption - Scope 2,Business,,151152.6,Ku-Ring-Gai,Eastern Harbour City,Six Cities,14500
2017,2,Electricity Consumption - Scope 2,Business,,14198.1,Kyogle,North Coast,Regional,14550
2017,2,Electricity Consumption - Scope 2,Business,,15775.1,Lachlan,Central West and Orana,Regional,14600
2017,2,Electricity Consumption - Scope 2,Business,,453332.2,Lake Macquarie,Lower Hunter and Greater Newcastle City,Six Cities,14650
2017,2,Electricity Consumption - Scope 2,Business,,94491.8,Lane Cove,Eastern Harbour City,Six Cities,14700
2017,2,Electricity Consumption - Scope 2,Business,,77052.7,Leeton,Riverina Murray,Regional,14750
2017,2,Electricity Consumption - Scope 2,Business,,100165.2,Lismore,North Coast,Regional,14850
2017,2,Electricity Consumption - Scope 2,Business,,211402.3,Lithgow,Central West and Orana,Regional,14870
2017,2,Electricity Consumption - Scope 2,Business,,519097.3,Liverpool,Western Parkland City,Six Cities,14900
2017,2,Electricity Consumption - Scope 2,Business,,16333.6,Liverpool Plains,New England North West,Regional,14920
2017,2,Electricity Consumption - Scope 2,Business,,3081,Lockhart,Riverina Murray,Regional,14950
2017,2,Electricity Consumption - Scope 2,Business,,172427.3,Maitland,Lower Hunter and Greater Newcastle City,Six Cities,15050
2017,2,Electricity Consumption - Scope 2,Business,,170869,Mid-Coast,Upper Hunter,Regional,15240
2017,2,Electricity Consumption - Scope 2,Business,,268737.2,Mid-Western Regional,Central West and Orana,Regional,15270
2017,2,Electricity Consumption - Scope 2,Business,,63215.8,Moree Plains,New England North West,Regional,15300
2017,2,Electricity Consumption - Scope 2,Business,,38408.1,Mosman,Eastern Harbour City,Six Cities,15350
2017,2,Electricity Consumption - Scope 2,Business,,48462.5,Murray River,Riverina Murray,Regional,15520
2017,2,Electricity Consumption - Scope 2,Business,,35322.3,Murrumbidgee,Riverina Murray,Regional,15560
2017,2,Electricity Consumption - Scope 2,Business,,387477.1,Muswellbrook,Upper Hunter,Regional,15650
2017,2,Electricity Consumption - Scope 2,Business,,26773.1,Nambucca,North Coast,Regional,15700
2017,2,Electricity Consumption - Scope 2,Business,,138206.3,Narrabri,New England North West,Regional,15750
2017,2,Electricity Consumption - Scope 2,Business,,25350.3,Narrandera,Riverina Murray,Regional,15800
2017,2,Electricity Consumption - Scope 2,Business,,49738.5,Narromine,Central West and Orana,Regional,15850
2017,2,Electricity Consumption - Scope 2,Business,,972083,Newcastle,Lower Hunter and Greater Newcastle City,Six Cities,15900
2017,2,Electricity Consumption - Scope 2,Business,,307144.5,North Sydney,Eastern Harbour City,Six Cities,15950
2017,2,Electricity Consumption - Scope 2,Business,,534317.6,Northern Beaches,Eastern Harbour City,Six Cities,15990
2017,2,Electricity Consumption - Scope 2,Business,,115137.5,Oberon,Central West and Orana,Regional,16100
2017,2,Electricity Consumption - Scope 2,Business,,101347.9,Orange,Central West and Orana,Regional,16150
2017,2,Electricity Consumption - Scope 2,Business,,235182,Parkes,Central West and Orana,Regional,16200
